1	nan
1.09699	3.29951e-35
1.20338	3.02578e-33
1.32009	2.49196e-31
1.44812	1.84233e-29
1.58857	1.22212e-27
1.74263	7.27062e-26
1.91164	3.87721e-24
2.09705	1.85237e-22
2.30043	7.92419e-21
2.52354	3.03353e-19
2.76829	1.03859e-17
3.03677	3.17806e-16
3.33129	8.68587e-15
3.65438	2.11881e-13
4.00881	4.60975e-12
4.3976	8.93784e-11
4.82411	1.54313e-09
5.29198	2.37037e-08
5.80523	3.23654e-07
6.36825	3.92451e-06
6.98588	4.22177e-05
7.66341	0.000402487
8.40665	0.00339684
9.22198	0.0253487
10.1164	0.167056
11.0975	0.971008
12.1738	4.97103
13.3545	22.3821
14.6497	88.496
16.0705	306.769
17.6291	930.729
19.3389	2467.04
21.2145	5702.23
23.272	11469.7
25.5291	20034.7
28.005	30322.2
30.7211	39670
33.7006	44751.4
36.9691	43416.9
40.5546	36126.5
44.4878	25707.2
48.8025	15596.8
53.5357	8042.76
58.7279	3513.48
64.4236	1295.87
70.6718	402.124
77.526	104.61
85.0449	22.7307
93.293	4.11032
102.341	0.616237
112.267	0.0763178
123.155	0.0077791
135.099	0.000650302
148.202	4.44314e-05
162.576	2.473e-06
178.343	1.11778e-07
195.64	4.09081e-09
214.614	1.2089e-10
235.429	2.87745e-12
258.262	5.50435e-14
283.31	8.44658e-16
310.787	1.03832e-17
340.929	1.02162e-19
373.994	8.04415e-22
410.266	5.07147e-24
450.056	2.56341e-26
493.705	1.04098e-28
541.587	3.40608e-31
594.113	9.01247e-34
651.734	1.93689e-36
714.943	3.39805e-39
784.282	4.89415e-42
860.346	5.82294e-45
943.788	5.76133e-48
1035.32	4.77401e-51
1135.73	3.33751e-54
1245.88	1.98351e-57
1366.72	1.00989e-60
1499.27	4.4395e-64
1644.68	1.69824e-67
1804.19	5.69685e-71
1979.17	1.68869e-74
2171.12	4.45646e-78
2381.69	1.05464e-81
2612.68	2.25397e-85
2866.07	4.37978e-89
3144.04	7.78812e-93
3448.96	1.27518e-96
3783.46	1.93384e-100
4150.4	2.73144e-104
4552.94	3.61217e-108
4994.51	4.49463e-112
5478.9	5.28666e-116
6010.28	5.9036e-120
6593.19	6.28434e-124
7232.63	6.40105e-128
7934.1	6.26063e-132
8703.59	5.89898e-136
9547.72	5.37083e-140
10473.7	4.73836e-144
11489.5	4.06126e-148
12603.8	3.38983e-152
13826.2	2.76145e-156
15167.2	2.19997e-160
16638.2	1.71724e-164
18251.8	1.3156e-168
20022	9.90784e-173
21963.9	7.34557e-177
24094	5.36832e-181
26430.8	3.87208e-185
28994.2	2.75947e-189
31806.3	1.94501e-193
34891	1.35718e-197
38274.9	9.38285e-202
41987.1	6.43208e-206
46059.2	4.37511e-210
50526.3	2.95476e-214
55426.6	1.98244e-218
60802.2	1.32205e-222
66699.2	8.76729e-227
73168.1	5.78408e-231
80264.3	3.79765e-235
88048.8	2.48227e-239
96588.3	1.6157e-243
105956	1.0475e-247
116232	6.76587e-252
127505	4.35453e-256
139871	2.79297e-260
153437	1.78543e-264
168318	1.13763e-268
184642	7.22521e-273
202550	4.57397e-277
222195	2.8861e-281
243744	1.81497e-285
267384	1.13741e-289
293317	7.10213e-294
321764	4.41768e-298
352971	2.73671e-302
387204	1.68796e-306
424757	1.0362e-310
465953	6.32846e-315
511143	3.84344e-319
560717	2.47033e-323
615099	0
674754	0
740196	0
811984	0
890735	0
977124	0
1.07189e+06	0
1.17585e+06	0
1.28989e+06	0
1.41499e+06	0
1.55223e+06	0
1.70277e+06	0
1.86791e+06	0
2.04907e+06	0
2.24781e+06	0
2.46581e+06	0
2.70496e+06	0
2.9673e+06	0
3.25509e+06	0
3.57079e+06	0
3.9171e+06	0
4.297e+06	0
4.71375e+06	0
5.17092e+06	0
5.67243e+06	0
6.22257e+06	0
6.82607e+06	0
7.4881e+06	0
8.21434e+06	0
9.01102e+06	0
9.88496e+06	0
1.08437e+07	0
1.18953e+07	0
1.3049e+07	0
1.43146e+07	0
1.57029e+07	0
1.72259e+07	0
1.88965e+07	0
2.07292e+07	0
2.27397e+07	0
2.49451e+07	0
2.73644e+07	0
3.00184e+07	0
3.29297e+07	0
3.61234e+07	0
3.96269e+07	0
4.34701e+07	0
4.76861e+07	0
5.2311e+07	0
5.73844e+07	0
6.29499e+07	0
6.90551e+07	0
7.57525e+07	0
8.30994e+07	0
9.11589e+07	0
1e+08	0
