-0.0	0.0	100.0	inf
-59799812.751	0.002	399.600599002	0.0
-119593995.929	0.004	99.800598007	2.25841313322e-115
-179399436.01	0.006	398.805373141	4.54190310333e-58
-239187944.016	0.008	99.6023841112	1.19038673901e-32
-298999056.28	0.01	398.014876084	1.8210267706e-19
-358781844.261	0.012	99.4053465609	4.32079039741e-10
-418598673.559	0.014	397.229061149	0.00012797113977
-478375696.663	0.016	99.2094737666	14.5557200874
-538198287.849	0.018	396.447882299	9263.24990546
-597969501.222	0.02	99.0147542977	18093013.1496
-657797899.148	0.022	395.671294124	679082246.684
-717563257.939	0.024	98.8211768803	170552914645.0
-777397507.457	0.026	394.899251839	1.38020555079e+12
-837156966.814	0.028	98.6287303941	1.06747205326e+14
-896997112.777	0.03	394.131711266	3.42893308548e+14
-956750627.846	0.032	98.4374038698	1.26748848433e+16
-1016596715.11	0.034	393.368628824	2.23612683465e+16
-1076344241.04	0.036	98.2471864865	5.04815313821e+17
-1136196314.45	0.038	392.609961524	5.90673936884e+17
-1195937806.38	0.04	98.0580675691	9.43821698169e+18
-1255795910.79	0.042	391.855666954	8.23353193072e+18
-1315531323.89	0.044	97.8700365858	1.02298822124e+20
-1375395504.15	0.046	391.105703267	7.18192443419e+19
-1435124793.55	0.048	97.6830831456	7.38800862661e+20
-1494995094.52	0.05	390.360029179	4.39711936777e+20
-1554718215.37	0.052	97.4971969959	3.9115374586e+21
-1614594681.9	0.054	389.618603953	2.04726432096e+21
-1674311589.35	0.056	97.3123680202	1.62461019427e+22
-1734194266.29	0.058	388.881387391	7.67879969477e+21
-1793904915.48	0.06	97.1285862357	5.56125558507e+22
-1853793847.69	0.062	388.148339826	2.42100313548e+22
-1913498193.77	0.064	96.9458417912	1.6278477201e+23
-1973393426.1	0.066	387.419422113	6.62525533902e+22
-2033091424.22	0.068	96.7641249645	4.19032224327e+23
-2092993001.52	0.07	386.694595618	1.61290716407e+23
-2152684606.83	0.072	96.5834261608	9.69405578317e+23
-2212592573.95	0.074	385.973822213	3.56095014058e+23
-2272277741.59	0.076	96.40373591	2.05025403971e+24
-2332192143.39	0.078	385.257064265	7.23914634175e+23
-2391870828.51	0.08	96.2250448649	4.01856342666e+24
-2451791709.84	0.082	384.544284627	1.37177294893e+24
-2511463867.59	0.084	96.0473437994	7.38025351884e+24
-2571391273.3	0.086	383.835446633	2.44714533793e+24
-2631056858.83	0.088	95.8706236059	1.28146559293e+25
-2690990833.77	0.09	383.130514088	4.14337735114e+24
-2750649802.22	0.092	95.6948752939	2.11929008365e+25
-2810590391.24	0.094	382.429451261	6.70336492933e+24
-2870242697.77	0.096	95.5200899876	3.35886970997e+25
-2930189945.73	0.098	381.732222876	1.04212216429e+25
-2989835545.48	0.1	95.3462589246	5.12808197698e+25
-3049789497.23	0.102	381.038794106	1.56418607993e+25
-3109428345.34	0.104	95.1733734534	7.57473847919e+25
-3169389045.74	0.106	380.349130564	2.27585950027e+25
-3229021097.36	0.108	95.0014250321	1.0865260814e+26
-3288988591.26	0.11	379.663198301	3.22089875376e+25
-3348613801.54	0.112	94.8304052264	1.51827179747e+26
-3408588133.79	0.114	378.980963791	4.44692748216e+25
-3468206457.88	0.116	94.6603057078	2.07243632092e+26
-3528187673.33	0.118	378.302393929	6.00477205726e+25
-3587799066.37	0.12	94.4911182523	2.76988172816e+26
-3647787209.88	0.122	377.627456025	7.9477267888e+25
-3707391627.02	0.124	94.3228347381	3.63230414893e+26
-3767386743.44	0.126	376.956117794	1.03307834296e+26
-3826984139.83	0.128	94.1554471443	4.68192313714e+26
-3886986274.01	0.13	376.288347353	1.32098556018e+26
-3946576604.8	0.132	93.9889475496	5.94117441852e+26
-4006585801.59	0.134	375.624113213	1.66410238975e+26
-4066169021.92	0.136	93.8233281301	7.4324152745e+26
-4126185326.18	0.138	374.96338427	2.06798221703e+26
-4185761391.2	0.14	93.6585811582	9.17764972528e+26
-4245784847.77	0.142	374.306129804	2.53805803813e+26
-4305353712.64	0.144	93.4946990008	1.11982786803e+27
-4365384366.38	0.146	373.652319471	3.0795834602e+26
-4424945986.23	0.148	93.3316741183	1.35148784269e+27
-4484983882.0	0.15	373.001923296	3.6975810584e+26
-4544538211.98	0.152	93.1694990625	1.61470092797e+27
-4604583394.63	0.154	372.354911667	4.39679837606e+26
-4664130389.89	0.156	93.0081664755	1.9113054928e+27
-4724182904.27	0.158	371.711255332	5.18167156737e+26
-4783722519.95	0.16	92.8476690885	2.24300920009e+27
-4843782410.92	0.162	371.07092539	6.05629645749e+26
-4903314602.17	0.164	92.68799972	2.6113788589e+27
-4963381914.58	0.166	370.433893288	7.02440662875e+26
-5022906636.55	0.168	92.5291512747	3.01783299008e+27
-5082981415.25	0.17	369.800130817	8.08935802457e+26
-5142498623.09	0.172	92.3711167421	3.46363688537e+27
-5202580912.93	0.174	369.169610101	9.25411948883e+26
-5262090561.78	0.176	92.2138891954	3.94989991736e+27
-5322180407.62	0.178	368.542303598	1.05212686182e+27
-5381682452.63	0.18	92.0574617898	4.47757484775e+27
-5441779899.31	0.182	367.918184093	1.18929922925e+27
-5501274295.64	0.184	91.9018277617	5.04745888056e+27
-5561379388.02	0.186	367.29722469	1.33710912559e+27
-5620866090.8	0.188	91.7469804272	5.66019621369e+27
-5680978873.74	0.19	366.679398811	1.49569881468e+27
-5740457838.12	0.192	91.5929131809	6.31628185431e+27
-5800578356.47	0.194	366.064680192	1.66517384079e+27
-5860049537.6	0.196	91.4396194949	7.01606647867e+27
-5920177836.21	0.198	365.453042872	1.84560435494e+27
-5979641189.24	0.2	91.2870929175	7.75976213499e+27
-6039777312.96	0.202	364.844461196	2.03702662854e+27
-6099232793.03	0.204	91.1353270721	8.54744860651e+27
-6159376786.72	0.206	364.238909805	2.2394447111e+27
-6218824348.97	0.208	90.9843156559	9.37908027141e+27
-6278976257.49	0.21	363.636363636	2.45283219345e+27
-6338415857.08	0.212	90.8340524391	1.02544933147e+28
-6398575725.27	0.214	363.036797913	2.67713404254e+27
-6458007317.34	0.216	90.6845312638	1.11734131659e+28
-6518175190.05	0.218	362.440188146	2.91226847861e+27
-6577598729.76	0.22	90.5357460425	1.21354620525e+28
-6637774651.85	0.222	361.846510126	3.1581288691e+27
-6697190094.34	0.224	90.3876907578	1.3140166577e+28
-6757374110.66	0.226	361.25573992	3.41458561807e+27
-6816781411.07	0.228	90.2403594606	1.41869652374e+28
-6876973566.48	0.23	360.667853867	3.68148803306e+27
-6936372679.96	0.232	90.0937462696	1.52752158259e+28
-6996573019.31	0.234	360.082828577	3.95866615437e+27
-7055963901.0	0.236	89.9478453701	1.64042026532e+28
-7116172469.15	0.238	359.500640923	4.24593253496e+27
-7175555074.21	0.24	89.8026510134	1.75731435535e+28
-7235771916.0	0.242	358.921268039	4.54308396114e+27
-7295146199.57	0.244	89.6581575151	1.87811966376e+28
-7355371359.86	0.246	358.344687316	4.84990310676e+27
-7414737277.08	0.248	89.5143592549	2.00274667679e+28
-7474970800.72	0.25	357.7708764	5.1661601154e+27
-7534328306.76	0.252	89.3712506754	2.13110117369e+28
-7594570238.6	0.254	357.199813185	5.49161410654e+27
-7653919288.59	0.256	89.228826281	2.2630848136e+28
-7714169673.49	0.258	356.631475811	5.82601460339e+27
-7773510222.57	0.26	89.0870806375	2.39859569075e+28
-7833769105.39	0.262	356.065842662	6.16910288098e+27
-7893101108.71	0.264	88.9460083706	2.53752885773e+28
-7953368534.3	0.266	355.502892361	6.52061323421e+27
-8012691947.01	0.268	88.8056041657	2.67977681673e+28
-8072967960.22	0.27	354.942603766	6.88027416639e+27
-8132282737.47	0.272	88.6658627665	2.82522997922e+28
-8192567383.15	0.274	354.384955969	7.2478094995e+27
-8251873480.08	0.276	88.5267789746	2.97377709464e+28
-8312166803.08	0.278	353.82992829	7.62293940779e+27
-8371464174.85	0.28	88.3883476483	3.1253056489e+28
-8431766220.03	0.282	353.277500274	8.00538137715e+27
-8491054821.78	0.284	88.2505637023	3.27970223351e+28
-8551365633.99	0.286	352.727651691	8.39485109245e+27
-8610645420.86	0.288	88.1134221063	3.43685288666e+28
-8670965044.96	0.29	352.18036253	8.79106325589e+27
-8730235972.1	0.292	87.9769178847	3.59664340713e+28
-8790564452.94	0.294	351.635612997	9.19373233916e+27
-8849826475.5	0.296	87.8410461158	3.75895964237e+28
-8910163857.93	0.298	351.09338351	9.60257327255e+27
-8969416931.05	0.3	87.7058019307	3.92368775207e+28
-9029763259.93	0.302	350.5536547	1.00173020741e+28
-9089007338.76	0.304	87.571180513	4.09071444822e+28
-9149362658.94	0.306	350.016407404	1.04376364222e+28
-9208597698.62	0.308	87.4371770978	4.25992721331e+28
-9268962054.95	0.31	349.481622664	1.0863296174e+28
-9328188010.65	0.312	87.3037869712	4.43121449754e+28
-9388561447.98	0.314	348.949281727	1.12940038344e+28
-9447778274.82	0.316	87.1710054693	4.60446589661e+28
-9508160838.02	0.318	348.419366035	1.17294849766e+28
-9567368491.16	0.32	87.0388279778	4.77957231104e+28
-9627760225.07	0.322	347.89185723	1.21694686189e+28
-9686958659.65	0.324	86.9072499314	4.95642608841e+28
-9747359609.13	0.326	347.366737146	1.26136875596e+28
-9806548780.3	0.328	86.7762668126	5.13492114949e+28
-9866958990.2	0.33	346.84398781	1.30618786737e+28
-9926138853.1	0.332	86.6458741517	5.31495309947e+28
-9986558368.27	0.334	346.323591436	1.35137831731e+28
-10045728878.1	0.336	86.5160675257	5.49641932529e+28
-10106157743.4	0.338	345.805530426	1.39691468332e+28
-10165318855.2	0.34	86.3868425581	5.67921908005e+28
-10225757115.5	0.342	345.289787364	1.44277201894e+28
-10284908784.5	0.344	86.2581949178	5.86325355556e+28
-10345356484.6	0.346	344.776345017	1.48892587037e+28
-10404498665.9	0.348	86.1301203187	6.04842594378e+28
-10464955850.7	0.35	344.26518633	1.53535229059e+28
-10524088499.5	0.352	86.0026145192	6.2346414881e+28
-10584555213.8	0.354	343.756294423	1.58202785095e+28
-10643678285.2	0.356	85.8756733216	6.42180752532e+28
-10704154574.0	0.358	343.249652594	1.62892965058e+28
-10763268023.1	0.36	85.7492925713	6.60983351896e+28
-10823753931.1	0.362	342.745244309	1.67603532368e+28
-10882857713.2	0.364	85.6234681563	6.79863108468e+28
-10943353285.3	0.366	342.243053205	1.72332304502e+28
-11002447355.4	0.368	85.4981960071	6.98811400854e+28
-11062952636.4	0.37	341.743063087	1.77077153359e+28
-11122036949.7	0.372	85.3734720953	7.17819825864e+28
-11182551984.6	0.374	341.245257924	1.81836005481e+28
-11241626496.3	0.376	85.2492924338	7.36880199079e+28
-11302151329.8	0.378	340.749621848	1.86606842117e+28
-11361215995.0	0.38	85.1256530759	7.55984554866e+28
-11421750672.0	0.382	340.256139153	1.91387699171e+28
-11480805445.8	0.384	85.0025501148	7.75125145911e+28
-11541350011.2	0.386	339.764794292	1.96176667024e+28
-11600394848.8	0.388	84.8799796831	7.94294442297e+28
-11660949347.4	0.39	339.275571872	2.00971890255e+28
-11719984203.9	0.392	84.7579379526	8.13485130185e+28
-11780548680.6	0.394	338.788456658	2.05771567261e+28
-11839573511.2	0.396	84.6364211332	8.32690110134e+28
-11900148010.9	0.398	338.303433565	2.10573949798e+28
-11959162770.7	0.4	84.5154254729	8.51902495097e+28
-12019747338.1	0.402	337.82048766	2.15377342444e+28
-12078751982.3	0.404	84.394947257	8.71115608134e+28
-12139346662.4	0.406	337.33960416	2.20180101992e+28
-12198341146.1	0.408	84.2749828079	8.90322979867e+28
-12258945983.7	0.41	336.860768427	2.24980636785e+28
-12317930262.0	0.412	84.1555284845	9.09518345711e+28
-12378545301.9	0.414	336.383965968	2.29777406004e+28
-12437519330.1	0.416	84.0365806816	9.28695642914e+28
-12498144617.2	0.418	335.909182434	2.34568918896e+28
-12557108350.3	0.42	83.9181358297	9.47849007418e+28
-12617743929.5	0.422	335.436403618	2.39353733979e+28
-12676697322.7	0.424	83.8001903942	9.66972770576e+28
-12737343238.8	0.426	334.965615451	2.44130458199e+28
-12796286247.3	0.428	83.6827408756	9.8606145575e+28
-12856942545.2	0.43	334.496804003	2.4889774607e+28
-12915875124.0	0.432	83.5657838081	1.00510977479e+29
-12976541848.5	0.434	334.029955479	2.5365429878e+28
-13035463952.9	0.436	83.4493157601	1.02411262444e+29
-13096141148.8	0.438	333.565056221	2.58398863282e+28
-13155052733.9	0.44	83.3333333333	1.04306508265e+29
-13215740446.2	0.442	333.1020927	2.63130231368e+28
-13274641467.1	0.444	83.2178331623	1.06196240488e+29
-13335339740.5	0.446	332.64105152	2.67847238733e+28
-13394230152.4	0.448	83.1028119143	1.08080002028e+29
-13454939031.9	0.45	332.181919415	2.72548764026e+28
-13513818789.9	0.452	82.9882662887	1.09957352794e+29
-13574538320.3	0.454	331.724683246	2.77233727898e+28
-13633407379.5	0.456	82.8741930165	1.11827869302e+29
-13694137605.7	0.458	331.26933	2.81901092046e+28
-13752995921.3	0.46	82.7605888602	1.13691144297e+29
-13813736888.1	0.462	330.815846789	2.86549858255e+28
-13872584415.3	0.464	82.6474506134	1.15546786367e+29
-13933336167.5	0.466	330.364220849	2.91179067443e+28
-13992172861.4	0.468	82.5347751001	1.17394419563e+29
-14052935443.9	0.47	329.914439537	2.95787798711e+28
-14111761259.7	0.472	82.4225591745	1.1923368302e+29
-14172534717.3	0.474	329.466490329	3.0037516839e+28
-14231349610.1	0.476	82.3107997208	1.21064230575e+29
-14292133987.7	0.478	329.020360821	3.04940329108e+28
-14350937912.7	0.48	82.1994936527	1.22885730399e+29
-14411733255.2	0.482	328.576038727	3.09482468852e+28
-14470526167.4	0.484	82.0886379129	1.24697864619e+29
-14531332519.7	0.486	328.133511874	3.1400081005e+28
-14590114374.3	0.488	81.978229473	1.26500328957e+29
-14650931781.1	0.49	327.692768208	3.18494608653e+28
-14709702533.4	0.492	81.868265333	1.28292832365e+29
-14770531039.6	0.494	327.253795783	3.22963153243e+28
-14829290644.6	0.496	81.758742521	1.30075096666e+29
-14890130295.1	0.498	326.816582767	3.27405764137e+28
-14948878707.9	0.5	81.6496580928	1.31846856204e+29
-15009729547.6	0.502	326.38111744	3.31821792516e+28
-15068466723.5	0.504	81.5410091317	1.33607857494e+29
-15129328797.1	0.506	325.947388189	3.36210619565e+28
-15188054691.1	0.508	81.4327927481	1.35357858882e+29
-15248928043.6	0.51	325.515383508	3.40571655624e+28
-15307642611.0	0.512	81.325006079	1.37096630212e+29
-15368527287.1	0.514	325.085092	3.44904339355e+28
-15427230483.0	0.516	81.2176462882	1.3882395249e+29
-15488126527.7	0.518	324.656502372	3.49208136932e+28
-15546818307.1	0.52	81.1107105654	1.40539617566e+29
-15607725765.2	0.522	324.229603433	3.53482541234e+28
-15666406083.4	0.524	81.004196126	1.42243427816e+29
-15727324999.8	0.526	323.804384098	3.57727071059e+28
-15785993811.8	0.528	80.8981002113	1.43935195827e+29
-15846924231.4	0.53	323.380833382	3.61941270362e+28
-15905581492.4	0.532	80.7924200875	1.45614744098e+29
-15966523459.9	0.534	322.958940399	3.66124707496e+28
-16025169125.2	0.536	80.687153046	1.4728190474e+29
-16086122685.5	0.538	322.538694365	3.70276974475e+28
-16144756710.1	0.54	80.5822964025	1.48936519182e+29
-16205721908.1	0.542	322.120084592	3.74397686257e+28
-16264344247.2	0.544	80.4778474975	1.5057843789e+29
-16325321127.7	0.546	321.703100489	3.7848648004e+28
-16383931736.4	0.548	80.3738036951	1.52207520086e+29
-16444920344.3	0.55	321.287731561	3.82543014567e+28
-16503519177.8	0.552	80.2701623835	1.53823633478e+29
-16564519558.0	0.554	320.873967408	3.86566969464e+28
-16623106571.4	0.556	80.1669209744	1.55426653992e+29
-16684118768.6	0.558	320.461797723	3.90558044576e+28
-16742693917.1	0.56	80.0640769025	1.57016465515e+29
-16803717976.3	0.562	320.051212291	3.94515959332e+28
-16862281214.9	0.564	79.9616276259	1.58592959639e+29
-16923317180.9	0.566	319.64220099	3.98440452117e+28
-16981868464.9	0.568	79.859570625	1.6015603542e+29
-17042916382.6	0.57	319.234753787	4.02331279668e+28
-17101455667.1	0.572	79.7579034028	1.61705599132e+29
-17162515581.3	0.574	318.828860738	4.06188216474e+28
-17221042821.4	0.576	79.6566234846	1.63241564036e+29
-17282114776.9	0.578	318.424511989	4.10011054207e+28
-17340629927.9	0.58	79.5557284176	1.6476385015e+29
-17401713969.6	0.582	318.021697771	4.1379960115e+28
-17460216986.5	0.584	79.4552157705	1.66272384029e+29
-17521313159.3	0.586	317.620408402	4.17553681655e+28
-17579803997.3	0.588	79.3550831336	1.67767098546e+29
-17640912346.1	0.59	317.220634287	4.21273135608e+28
-17699390960.2	0.592	79.2553281185	1.69247932684e+29
-17760511529.8	0.594	316.822365914	4.24957817905e+28
-17818977875.3	0.596	79.1559483577	1.70714831328e+29
-17880110710.5	0.598	316.425593854	4.28607597954e+28
-17938564742.6	0.6	79.0569415042	1.72167745069e+29
-17999709888.3	0.602	316.03030876	4.32222359179e+28
-18058151562.0	0.604	78.9583052319	1.73606630007e+29
-18119309063.0	0.606	315.636501369	4.35801998542e+28
-18177738333.6	0.608	78.8600372346	1.75031447565e+29
-18238908234.8	0.61	315.244162496	4.39346426077e+28
-18297325057.3	0.612	78.7621352263	1.76442164304e+29
-18358507403.6	0.614	314.853283037	4.42855564443e+28
-18416911733.2	0.616	78.6645969409	1.77838751744e+29
-18478106569.4	0.618	314.463853966	4.46329348479e+28
-18536498361.2	0.62	78.5674201318	1.79221186195e+29
-18597705732.2	0.622	314.075866337	4.49767724781e+28
-18656084941.4	0.624	78.4706025718	1.80589448582e+29
-18717304892.0	0.626	313.689311278	4.53170651285e+28
-18775671473.7	0.628	78.3741420528	1.81943524288e+29
-18836904048.8	0.63	313.304179995	4.56538096868e+28
-18895257958.2	0.632	78.2780363856	1.83283402992e+29
-18956503202.6	0.634	312.92046377	4.59870040949e+28
-19014844394.9	0.636	78.1822834001	1.84609078515e+29
-19076102353.5	0.638	312.538153959	4.63166473119e+28
-19134430783.7	0.64	78.0868809443	1.85920548669e+29
-19195701501.3	0.642	312.157241991	4.66427392765e+28
-19254017124.6	0.644	77.9918268848	1.87217815116e+29
-19315300646.2	0.646	311.777719368	4.69652808714e+28
-19373603417.7	0.648	77.8971191062	1.88500883223e+29
-19434899788.0	0.65	311.399577665	4.72842738888e+28
-19493189663.0	0.652	77.8027555112	1.89769761925e+29
-19554498926.9	0.654	311.022808528	4.75997209962e+28
-19612775860.4	0.656	77.70873402	1.91024463594e+29
-19674098062.8	0.658	310.647403673	4.79116257041e+28
-19732362010.0	0.66	77.6150525706	1.92265003911e+29
-19793697195.7	0.662	310.273354888	4.8219992334e+28
-19851948111.8	0.664	77.5217091183	1.93491401738e+29
-19913296325.6	0.666	309.900654027	4.85248259879e+28
-19971534165.7	0.668	77.4287016353	1.94703678996e+29
-20032895452.5	0.67	309.529293014	4.88261325179e+28
-20091120171.7	0.672	77.3360281112	1.95901860553e+29
-20152494576.4	0.674	309.15926384	4.91239184978e+28
-20210706129.9	0.676	77.2436865522	1.97085974105e+29
-20272093697.4	0.678	308.790558564	4.94181911948e+28
-20330292040.3	0.68	77.151674981	1.98256050064e+29
-20391692815.3	0.682	308.42316931	4.9708958542e+28
-20449877902.8	0.684	77.0599914371	1.99412121457e+29
-20511291930.3	0.686	308.057088268	4.99962291124e+28
-20569463717.4	0.688	76.9686339759	2.00554223816e+29
-20630891042.2	0.69	307.692307692	5.02800120932e+28
-20689049484.3	0.692	76.8776006691	2.01682395081e+29
-20750490151.2	0.694	307.328819901	5.05603172608e+28
-20808635203.2	0.696	76.7868896042	2.027966755e+29
-20870089257.2	0.698	306.966617277	5.08371549568e+28
-20928220874.4	0.7	76.6964988847	2.03897107534e+29
-20989688360.2	0.702	306.605692264	5.11105360649e+28
-21047806497.7	0.704	76.6064266295	2.04983735769e+29
-21109287460.2	0.706	306.246037369	5.13804719882e+28
-21167392073.1	0.708	76.5166709729	2.06056606823e+29
-21228886557.2	0.71	305.887645161	5.16469746274e+28
-21286977600.7	0.712	76.4272300645	2.07115769261e+29
-21348485651.3	0.714	305.530508267	5.19100563593e+28
-21406563080.5	0.716	76.3381020691	2.08161273512e+29
-21468084742.3	0.718	305.174619377	5.21697300167e+28
-21526148512.4	0.72	76.2492851663	2.0919317179e+29
-21587683830.3	0.722	304.819971239	5.24260088683e+28
-21645733896.4	0.724	76.1607775507	2.10211518011e+29
-21707282915.4	0.726	304.466556661	5.26789065995e+28
-21765319232.7	0.728	76.0725774313	2.11216367724e+29
-21826881997.5	0.73	304.114368508	5.29284372936e+28
-21884904521.0	0.732	75.9846830317	2.12207778029e+29
-21946481076.5	0.734	303.763399703	5.31746154141e+28
-22004489761.6	0.736	75.8970925899	2.13185807514e+29
-22066080152.6	0.738	303.413643225	5.34174557868e+28
-22124074954.3	0.74	75.8098043579	2.14150516183e+29
-22185679225.7	0.742	303.065092113	5.36569735831e+28
-22243660099.1	0.744	75.7228166019	2.15101965387e+29
-22305278295.8	0.746	302.717739458	5.38931843038e+28
-22363245196.1	0.748	75.636127602	2.16040217764e+29
-22424877362.9	0.75	302.371578407	5.41261037629e+28
-22482830245.2	0.752	75.5497356519	2.16965337173e+29
-22544476427.1	0.754	302.026602165	5.43557480724e+28
-22602415246.5	0.756	75.4636390591	2.17877388635e+29
-22664075488.2	0.758	301.682803986	5.45821336275e+28
-22722000200.0	0.76	75.3778361444	2.18776438278e+29
-22783674546.4	0.762	301.340177181	5.48052770921e+28
-22841585105.6	0.764	75.2923252421	2.19662553272e+29
-22903273601.5	0.766	300.998715114	5.50251953851e+28
-22961169963.4	0.768	75.2071046995	2.20535801783e+29
-23022872653.7	0.77	300.658411201	5.52419056669e+28
-23080754773.3	0.772	75.1221728772	2.21396252916e+29
-23142471702.9	0.774	300.319258909	5.54554253263e+28
-23200339535.4	0.776	75.0375281485	2.22243976664e+29
-23262070749.0	0.778	299.981251758	5.56657719679e+28
-23319924249.6	0.78	74.9531688996	2.23079043858e+29
-23381669792.2	0.782	299.644383317	5.58729634e+28
-23439508916.0	0.784	74.8690935294	2.23901526122e+29
-23501268832.4	0.786	299.308647208	5.60770176229e+28
-23559093534.6	0.788	74.7853004494	2.24711495823e+29
-23620867869.7	0.79	298.974037101	5.62779528174e+28
-23678678105.3	0.792	74.7017880834	2.25509026029e+29
-23740466903.9	0.794	298.640546716	5.6475787334e+28
-23798262628.1	0.796	74.6185548675	2.26294190465e+29
